# Thai named entity gazetteer
# Format: <thai_word><TAB><NE_TAG>
# Tags: PERSON PLACE ORG
# Source: hand-curated high-precision entries (prefer unambiguous NEs)
# Lines starting with # are comments; blank lines ignored
# Duplicate keys: last entry wins

# ── PLACE: Thai provinces & cities ───────────────────────────────────────────
พม่า	PLACE
เมียนมา	PLACE
เม็กซิโก	PLACE
ฝรั่งเศส	PLACE
ฟิลิปปินส์	PLACE
มาเลเซีย	PLACE
รัสเซีย	PLACE
ลาว	PLACE
เวียดนาม	PLACE
สิงคโปร์	PLACE
สเปน	PLACE
อเมริกา	PLACE
อังกฤษ	PLACE
อินเดีย	PLACE
อินโดนีเซีย	PLACE
อิตาลี	PLACE
อิสราเอล	PLACE
ออสเตรเลีย	PLACE
เยอรมนี	PLACE

# ── PLACE: World cities ───────────────────────────────────────────────────────
กรุงโตเกียว	PLACE
นิวยอร์ก	PLACE
ปักกิ่ง	PLACE
ปารีส	PLACE
เบอร์ลิน	PLACE
ลอนดอน	PLACE
ซิดนีย์	PLACE
มอสโก	PLACE
เซี่ยงไฮ้	PLACE
ฮ่องกง	PLACE
ดูไบ	PLACE
กัวลาลัมเปอร์	PLACE
จาการ์ตา	PLACE
มะนิลา	PLACE

# ── PLACE: Regions ────────────────────────────────────────────────────────────
เอเชีย	PLACE
เอเชียตะวันออกเฉียงใต้	PLACE
ยุโรป	PLACE
แอฟริกา	PLACE
อเมริกาเหนือ	PLACE
อเมริกาใต้	PLACE
ตะวันออกกลาง	PLACE
อาเซียน	PLACE

# ── ORG: Thai government ──────────────────────────────────────────────────────
กระทรวงการคลัง	ORG
กระทรวงการต่างประเทศ	ORG
กระทรวงคมนาคม	ORG
กระทรวงดิจิทัล	ORG
กระทรวงพาณิชย์	ORG
กระทรวงมหาดไทย	ORG
กระทรวงยุติธรรม	ORG
กระทรวงสาธารณสุข	ORG
กระทรวงศึกษาธิการ	ORG
กระทรวงอุตสาหกรรม	ORG
กระทรวงเกษตร	ORG
รัฐสภา	ORG
วุฒิสภา	ORG
สภาผู้แทนราษฎร	ORG
ศาลฎีกา	ORG
ศาลรัฐธรรมนูญ	ORG
สำนักงานตำรวจแห่งชาติ	ORG
กองทัพบก	ORG
กองทัพเรือ	ORG
กองทัพอากาศ	ORG
กองทัพไทย	ORG
ธนาคารแห่งประเทศไทย	ORG
ก.ล.ต.	ORG
สำนักงานคณะกรรมการกำกับหลักทรัพย์	ORG

# ── ORG: State enterprises & major Thai companies ────────────────────────────
การบินไทย	ORG
ไทยแอร์เวย์	ORG
ปตท	ORG
การไฟฟ้านครหลวง	ORG
การไฟฟ้าส่วนภูมิภาค	ORG
การประปานครหลวง	ORG
ธนาคารกรุงไทย	ORG
ธนาคารกรุงเทพ	ORG
ธนาคารกสิกรไทย	ORG
ธนาคารไทยพาณิชย์	ORG
บีทีเอส	ORG
เอ็มอาร์ที	ORG
เซ็นทรัล	ORG
เซ็นทรัลพัฒนา	ORG
ซีพี	ORG
เครือซีพี	ORG
ทรู	ORG
เอไอเอส	ORG
ดีแทค	ORG
ปูนซิเมนต์ไทย	ORG
เอสซีจี	ORG
ไอทีวี	ORG
ช่อง3	ORG
ช่อง7	ORG
ช่องวัน	ORG

# ── ORG: Universities ─────────────────────────────────────────────────────────
จุฬาลงกรณ์	ORG
มหิดล	ORG
ธรรมศาสตร์	ORG
เกษตรศาสตร์	ORG
รามคำแหง	ORG
สุโขทัยธรรมาธิราช	ORG
เชียงใหม่มหาวิทยาลัย	ORG
ขอนแก่นมหาวิทยาลัย	ORG

# ── ORG: International ────────────────────────────────────────────────────────
สหประชาชาติ	ORG
ยูเอ็น	ORG
อาเซียน	ORG
ไอเอ็มเอฟ	ORG
ธนาคารโลก	ORG
องค์การอนามัยโลก	ORG
นาโต	ORG
กูเกิล	ORG
เฟซบุ๊ก	ORG
เมตา	ORG
แอปเปิล	ORG
ไมโครซอฟต์	ORG
อเมซอน	ORG
เทสลา	ORG

# ── PERSON: Royal family titles (used as standalone tokens) ──────────────────
ในหลวง	PERSON
พระราชา	PERSON
พระราชินี	PERSON
รัชกาล	PERSON
สมเด็จ	PERSON

# ── PERSON: Political titles ──────────────────────────────────────────────────
นายกรัฐมนตรี	PERSON
รัฐมนตรี	PERSON
ประธานาธิบดี	PERSON
นายก	PERSON

# ── PERSON: Well-known Thai public figures (unambiguous) ─────────────────────
ทักษิณ	PERSON
ยิ่งลักษณ์	PERSON
อภิสิทธิ์	PERSON
สมัคร	PERSON
สุรยุทธ์	PERSON
เปรม	PERSON
