# Thai word → POS tag
# Format: <thai_word><TAB><POS_TAG>
# Tags: NOUN VERB ADJ ADV PART PROPN PRON NUM CLAS CONJ AUX DET PREP
# Source: hand-curated from common Thai vocabulary (TNC high-frequency)
# Lines starting with # are comments; blank lines ignored
# Duplicate keys: last entry wins

# ── NOUN ─────────────────────────────────────────────────────────────────────
เปิดเผย	VERB

# ── ADJ ───────────────────────────────────────────────────────────────────────
กลม	ADJ
ขาว	ADJ
แข็ง	ADJ
คม	ADJ
ง่าย	ADJ
ดี	ADJ
แดง	ADJ
ต่ำ	ADJ
ใหม่	ADJ
น่าสนใจ	ADJ
เบา	ADJ
ยาก	ADJ
ยาว	ADJ
ร้อน	ADJ
เล็ก	ADJ
เลว	ADJ
ว่าง	ADJ
สวย	ADJ
สั้น	ADJ
สูง	ADJ
เก่า	ADJ
ใหญ่	ADJ
หนัก	ADJ
หวาน	ADJ
เค็ม	ADJ
เย็น	ADJ
ช้า	ADJ
ดำ	ADJ
แพง	ADJ
ถูก	ADJ
เร็ว	ADJ
แรง	ADJ
อ่อน	ADJ
แข็งแรง	ADJ
ฉลาด	ADJ
สะอาด	ADJ
สด	ADJ

# ── ADV ───────────────────────────────────────────────────────────────────────
กว่า	ADV
ค่อนข้าง	ADV
ทันที	ADV
ด้วย	ADV
น้อย	ADV
บ่อย	ADV
เพิ่ม	ADV
มาก	ADV
เสมอ	ADV
อีก	ADV
เดี๋ยว	ADV
นาน	ADV
เร็ว	ADV

# ── PARTICLE ──────────────────────────────────────────────────────────────────
ครับ	PART
ค่ะ	PART
คะ	PART
นะ	PART
นะครับ	PART
นะคะ	PART
หน่อย	PART
สิ	PART
ซิ	PART
เถอะ	PART
ล่ะ	PART
ละ	PART
แน่ะ	PART
ด้วยนะ	PART
เลยนะ	PART

# ── PROPER NOUN ───────────────────────────────────────────────────────────────
กรุงเทพ	PROPN
กรุงเทพมหานคร	PROPN
เชียงใหม่	PROPN
ภูเก็ต	PROPN
ขอนแก่น	PROPN
นครราชสีมา	PROPN
สงขลา	PROPN
ไทย	PROPN
ญี่ปุ่น	PROPN
จีน	PROPN
อเมริกา	PROPN
อังกฤษ	PROPN
ฝรั่งเศส	PROPN
เยอรมนี	PROPN
เกาหลี	PROPN
เอเชีย	PROPN
ยุโรป	PROPN
อาเซียน	PROPN

# ── PRONOUN ───────────────────────────────────────────────────────────────────
ฉัน	PRON
ผม	PRON
เขา	PRON
เธอ	PRON
เรา	PRON
คุณ	PRON
ท่าน	PRON
มัน	PRON
พวกเขา	PRON
ตัวเอง	PRON
ตน	PRON
ใคร	PRON
อะไร	PRON
อันไหน	PRON

# ── NUMERAL ───────────────────────────────────────────────────────────────────
ศูนย์	NUM
หนึ่ง	NUM
สอง	NUM
สาม	NUM
สี่	NUM
ห้า	NUM
หก	NUM
เจ็ด	NUM
แปด	NUM
เก้า	NUM
สิบ	NUM
ยี่สิบ	NUM
ร้อย	NUM
พัน	NUM
หมื่น	NUM
แสน	NUM
ล้าน	NUM

# ── CLASSIFIER ────────────────────────────────────────────────────────────────
กล่อง	CLAS
ขวด	CLAS
ชิ้น	CLAS
ช่อ	CLAS
ดอก	CLAS
ต้น	CLAS
ตัว	CLAS
ถุง	CLAS
ถ้วย	CLAS
บท	CLAS
ใบ	CLAS
แผ่น	CLAS
ผืน	CLAS
ฝูง	CLAS
ม้วน	CLAS
เล่ม	CLAS
ลำ	CLAS
ลูก	CLAS
หลัง	CLAS
ห้อง	CLAS
หน้า	CLAS
อัน	CLAS
ฉบับ	CLAS

# ── CONJUNCTION ───────────────────────────────────────────────────────────────
และ	CONJ
กับ	CONJ
หรือ	CONJ
แต่	CONJ
เพราะ	CONJ
เพราะว่า	CONJ
เนื่องจาก	CONJ
ดังนั้น	CONJ
ถึงแม้	CONJ
แม้ว่า	CONJ
ทั้งที่	CONJ
ขณะที่	CONJ
เมื่อ	CONJ
ก่อนที่	CONJ
หลังจาก	CONJ
เพื่อที่	CONJ

# ── AUXILIARY ─────────────────────────────────────────────────────────────────
กำลัง	AUX
เคย	AUX
จะ	AUX
ต้อง	AUX
ได้	AUX
น่า	AUX
ควร	AUX
อาจ	AUX
ยัง	AUX
เป็น	AUX
มี	AUX

# ── DETERMINER ────────────────────────────────────────────────────────────────
นี้	DET
นั้น	DET
โน้น	DET
ทุก	DET
บาง	DET
แต่ละ	DET
ทั้งหมด	DET
หลาย	DET
ต่างๆ	DET
ทั้ง	DET
แต่ละ	DET
ใด	DET

# ── PREPOSITION ───────────────────────────────────────────────────────────────
กลาง	PREP
ข้าง	PREP
เกี่ยวกับ	PREP
โดย	PREP
ตาม	PREP
เพื่อ	PREP
ระหว่าง	PREP
สำหรับ	PREP
ใน	PREP
บน	PREP
ล่าง	PREP
หน้า	PREP
หลัง	PREP
จาก	PREP
ถึง	PREP
